sample_id,true_pmi_days,ambient_temp_c,humidity_pct,accumulated_degree_days,sample_site,decomposition_stage
SAMP_1430,20.24,24.4,83.7,493.94,oral_cavity,Advanced Decay
SAMP_1431,6.06,27.6,76.3,167.39,soil_interface,Active Decay
SAMP_1432,7.25,20.8,52.5,150.77,soil_interface,Active Decay
SAMP_1433,6.71,19.7,84.4,132.2,skin_surface,Bloat
SAMP_1434,10.99,25.5,68.7,280.3,skin_surface,Active Decay
SAMP_1435,1.5,24.0,70.3,36.1,oral_cavity,Bloat
SAMP_1436,0.3,21.3,48.4,6.48,oral_cavity,Fresh
SAMP_1437,3.68,27.6,82.9,101.59,soil_interface,Bloat
SAMP_1438,12.2,21.2,86.5,258.58,skin_surface,Active Decay
SAMP_1439,2.25,22.1,78.7,49.83,skin_surface,Bloat
SAMP_1440,11.19,22.1,87.0,247.33,skin_surface,Active Decay
SAMP_1441,30.0,18.3,55.1,549.0,skin_surface,Advanced Decay
SAMP_1442,0.99,22.3,83.1,21.99,oral_cavity,Fresh
SAMP_1443,11.17,27.6,64.4,308.18,skin_surface,Active Decay
SAMP_1444,5.87,23.8,48.2,139.6,skin_surface,Bloat
SAMP_1445,20.26,22.1,73.4,447.75,soil_interface,Advanced Decay
SAMP_1446,1.95,21.4,74.2,41.73,skin_surface,Bloat
SAMP_1447,11.8,23.3,54.3,274.87,oral_cavity,Active Decay
SAMP_1448,18.21,25.0,41.4,455.22,oral_cavity,Advanced Decay
SAMP_1449,28.93,24.4,50.0,706.0,skin_surface,Dry Remains
SAMP_1450,11.5,20.7,60.0,237.97,skin_surface,Active Decay
SAMP_1451,6.88,23.3,48.4,160.19,skin_surface,Active Decay
SAMP_1452,9.62,23.9,49.7,229.9,skin_surface,Active Decay
SAMP_1453,20.32,18.0,59.6,365.73,skin_surface,Advanced Decay
SAMP_1454,8.45,22.7,88.1,191.9,oral_cavity,Active Decay
SAMP_1455,0.31,13.4,78.2,4.14,oral_cavity,Fresh
SAMP_1456,26.73,23.9,56.0,638.82,oral_cavity,Dry Remains
SAMP_1457,11.7,24.6,87.6,287.74,oral_cavity,Active Decay
SAMP_1458,11.29,25.0,72.3,282.15,skin_surface,Active Decay
SAMP_1459,2.43,20.4,62.8,49.56,oral_cavity,Bloat
SAMP_1460,10.76,23.2,63.4,249.52,oral_cavity,Active Decay
SAMP_1461,5.01,27.7,60.5,138.68,oral_cavity,Bloat
SAMP_1462,10.53,27.7,51.6,291.78,oral_cavity,Active Decay
SAMP_1463,1.13,21.9,59.3,24.68,soil_interface,Fresh
SAMP_1464,10.72,22.6,66.4,242.38,oral_cavity,Active Decay
SAMP_1465,30.0,26.4,66.4,792.0,skin_surface,Dry Remains
SAMP_1466,0.49,16.0,78.1,7.91,oral_cavity,Fresh
SAMP_1467,30.0,20.7,57.9,621.0,soil_interface,Dry Remains
SAMP_1468,5.22,27.3,75.8,142.62,soil_interface,Bloat
SAMP_1469,20.46,25.9,68.9,529.92,skin_surface,Advanced Decay
SAMP_1470,15.25,23.5,88.1,358.38,soil_interface,Advanced Decay
SAMP_1471,8.37,16.0,59.3,133.93,oral_cavity,Bloat
SAMP_1472,13.41,21.8,85.1,292.37,oral_cavity,Active Decay
SAMP_1473,21.08,19.6,81.0,413.16,oral_cavity,Advanced Decay
SAMP_1474,5.18,23.3,71.9,120.64,oral_cavity,Bloat
SAMP_1475,3.96,18.8,72.7,74.46,oral_cavity,Bloat
SAMP_1476,11.01,17.9,44.2,197.15,oral_cavity,Active Decay
SAMP_1477,16.49,13.7,87.5,225.98,skin_surface,Active Decay
SAMP_1478,14.37,26.9,45.3,386.47,skin_surface,Advanced Decay
SAMP_1479,15.99,20.4,68.2,326.11,oral_cavity,Active Decay
SAMP_1480,5.72,22.6,56.5,129.26,oral_cavity,Bloat
SAMP_1481,17.03,22.0,61.5,374.62,skin_surface,Advanced Decay
SAMP_1482,1.28,17.7,70.5,22.67,skin_surface,Fresh
SAMP_1483,7.86,17.0,85.4,133.68,oral_cavity,Bloat
SAMP_1484,0.1,18.0,62.9,1.8,oral_cavity,Fresh
SAMP_1485,3.92,19.1,89.4,74.95,skin_surface,Bloat
SAMP_1486,4.56,23.5,69.6,107.26,oral_cavity,Bloat
SAMP_1487,5.04,18.8,48.0,94.84,soil_interface,Bloat
SAMP_1488,11.89,29.0,49.5,344.8,oral_cavity,Active Decay
SAMP_1489,4.92,26.1,75.8,128.4,oral_cavity,Bloat
SAMP_1490,5.95,25.2,42.5,150.06,skin_surface,Active Decay
SAMP_1491,2.71,21.5,64.0,58.31,soil_interface,Bloat
SAMP_1492,4.67,28.1,47.4,131.29,skin_surface,Bloat
SAMP_1493,2.58,21.1,61.7,54.4,oral_cavity,Bloat
SAMP_1494,0.76,21.9,77.5,16.65,oral_cavity,Fresh
SAMP_1495,9.25,22.7,62.9,209.96,skin_surface,Active Decay
SAMP_1496,11.03,24.8,48.2,273.61,oral_cavity,Active Decay
SAMP_1497,9.66,24.5,52.6,236.73,skin_surface,Active Decay
SAMP_1498,6.23,20.1,58.4,125.16,skin_surface,Bloat
SAMP_1499,4.78,19.9,43.5,95.06,oral_cavity,Bloat
SAMP_1500,19.9,24.6,69.2,489.59,oral_cavity,Advanced Decay
SAMP_1501,7.32,24.9,70.4,182.28,skin_surface,Active Decay
SAMP_1502,6.52,20.4,43.1,133.08,skin_surface,Bloat
SAMP_1503,0.26,15.7,60.1,4.08,soil_interface,Fresh
SAMP_1504,4.17,21.2,60.7,88.49,oral_cavity,Bloat
SAMP_1505,4.78,24.5,56.7,117.2,skin_surface,Bloat
SAMP_1506,5.09,29.2,67.9,148.59,oral_cavity,Bloat
SAMP_1507,8.68,17.2,57.3,149.28,oral_cavity,Bloat
SAMP_1508,7.63,20.3,60.8,154.83,skin_surface,Active Decay
SAMP_1509,9.36,20.4,79.9,191.0,soil_interface,Active Decay
SAMP_1510,14.48,27.4,48.1,396.66,oral_cavity,Advanced Decay
SAMP_1511,16.77,21.9,71.0,367.17,skin_surface,Advanced Decay
SAMP_1512,12.66,18.4,65.3,233.0,skin_surface,Active Decay
SAMP_1513,30.0,24.2,55.3,726.0,oral_cavity,Dry Remains
SAMP_1514,0.18,20.4,76.4,3.75,soil_interface,Fresh
SAMP_1515,2.18,17.1,67.6,37.26,skin_surface,Bloat
SAMP_1516,0.1,18.4,63.9,1.84,skin_surface,Fresh
SAMP_1517,10.43,28.9,73.4,301.32,skin_surface,Active Decay
SAMP_1518,22.83,23.5,80.1,536.52,skin_surface,Advanced Decay
SAMP_1519,2.79,22.4,88.6,62.5,soil_interface,Bloat
SAMP_1520,26.18,21.0,71.5,549.73,oral_cavity,Advanced Decay
SAMP_1521,0.62,23.2,83.7,14.42,oral_cavity,Fresh
SAMP_1522,27.25,23.1,40.1,629.41,soil_interface,Dry Remains
SAMP_1523,4.33,23.2,66.5,100.52,soil_interface,Bloat
SAMP_1524,1.07,22.5,50.7,24.06,oral_cavity,Fresh
SAMP_1525,6.65,25.5,44.7,169.65,oral_cavity,Active Decay
SAMP_1526,2.97,22.1,66.6,65.58,skin_surface,Bloat
SAMP_1527,3.35,18.1,77.3,60.69,oral_cavity,Bloat
SAMP_1528,3.67,19.6,60.6,71.96,skin_surface,Bloat
SAMP_1529,16.25,14.1,73.5,229.08,oral_cavity,Active Decay
SAMP_1530,7.75,30.1,64.5,233.19,skin_surface,Active Decay
SAMP_1531,3.73,25.5,61.9,95.1,oral_cavity,Bloat
SAMP_1532,9.42,18.7,54.5,176.24,skin_surface,Active Decay
SAMP_1533,12.59,20.9,59.1,263.2,skin_surface,Active Decay
SAMP_1534,3.18,19.5,57.5,62.07,skin_surface,Bloat
SAMP_1535,5.34,28.2,72.3,150.49,oral_cavity,Active Decay
SAMP_1536,1.3,16.3,45.8,21.19,oral_cavity,Fresh
SAMP_1537,2.0,22.5,44.6,44.97,oral_cavity,Bloat
SAMP_1538,11.43,21.6,73.0,246.87,skin_surface,Active Decay
SAMP_1539,2.0,25.3,67.3,50.65,skin_surface,Bloat
SAMP_1540,7.45,21.6,61.5,160.87,oral_cavity,Active Decay
SAMP_1541,12.35,15.0,47.6,185.19,skin_surface,Active Decay
SAMP_1542,1.13,21.0,60.6,23.74,skin_surface,Fresh
SAMP_1543,8.38,18.1,79.5,151.63,skin_surface,Active Decay
SAMP_1544,2.96,22.3,84.5,66.11,oral_cavity,Bloat
SAMP_1545,30.0,27.7,75.1,831.0,soil_interface,Dry Remains
SAMP_1546,6.61,15.0,43.0,99.12,skin_surface,Bloat
SAMP_1547,16.4,18.8,73.5,308.29,soil_interface,Active Decay
SAMP_1548,7.99,19.8,52.0,158.2,oral_cavity,Active Decay
SAMP_1549,0.44,20.5,55.8,9.1,soil_interface,Fresh
SAMP_1550,10.03,25.0,49.8,250.7,oral_cavity,Active Decay
SAMP_1551,30.0,21.3,78.8,639.0,skin_surface,Dry Remains
SAMP_1552,9.2,23.7,72.4,218.12,skin_surface,Active Decay
SAMP_1553,17.1,19.5,70.6,333.51,skin_surface,Active Decay
SAMP_1554,21.56,22.9,73.4,493.71,skin_surface,Advanced Decay
SAMP_1555,2.59,25.1,51.8,64.98,oral_cavity,Bloat
SAMP_1556,2.38,19.1,62.2,45.52,soil_interface,Bloat
SAMP_1557,9.44,25.1,71.7,236.98,skin_surface,Active Decay
SAMP_1558,5.29,22.2,71.8,117.52,soil_interface,Bloat
SAMP_1559,18.32,26.2,79.6,479.91,oral_cavity,Advanced Decay
SAMP_1560,23.03,21.2,54.4,488.2,skin_surface,Advanced Decay
SAMP_1561,4.36,23.5,78.5,102.47,skin_surface,Bloat
SAMP_1562,2.7,21.8,62.0,58.93,skin_surface,Bloat
SAMP_1563,15.17,21.6,73.5,327.57,skin_surface,Active Decay
SAMP_1564,3.21,23.0,62.8,73.9,oral_cavity,Bloat
SAMP_1565,17.29,24.1,87.4,416.79,oral_cavity,Advanced Decay
SAMP_1566,5.51,17.0,49.0,93.7,skin_surface,Bloat
SAMP_1567,11.01,27.7,73.8,305.05,skin_surface,Active Decay
SAMP_1568,1.0,14.6,68.8,14.66,oral_cavity,Fresh
SAMP_1569,9.78,19.3,48.6,188.71,skin_surface,Active Decay
SAMP_1570,6.01,21.6,43.3,129.83,skin_surface,Bloat
SAMP_1571,8.83,23.6,80.0,208.47,skin_surface,Active Decay
SAMP_1572,1.84,28.3,47.9,52.05,oral_cavity,Bloat
SAMP_1573,13.35,14.6,49.3,194.93,skin_surface,Active Decay
SAMP_1574,19.86,20.0,88.9,397.26,skin_surface,Advanced Decay
SAMP_1575,2.44,13.5,75.9,32.98,skin_surface,Fresh
SAMP_1576,1.01,22.1,52.5,22.23,soil_interface,Fresh
SAMP_1577,0.24,23.1,69.5,5.53,skin_surface,Fresh
SAMP_1578,10.27,28.4,66.7,291.71,oral_cavity,Active Decay
SAMP_1579,9.34,22.5,82.2,210.19,oral_cavity,Active Decay
SAMP_1580,7.91,26.2,76.5,207.29,oral_cavity,Active Decay
SAMP_1581,2.64,24.3,81.6,64.13,oral_cavity,Bloat
SAMP_1582,4.96,20.3,50.6,100.64,soil_interface,Bloat
SAMP_1583,9.03,16.4,72.0,148.02,soil_interface,Bloat
SAMP_1584,6.87,23.1,42.0,158.63,skin_surface,Active Decay
SAMP_1585,30.0,16.0,43.4,480.0,oral_cavity,Advanced Decay
SAMP_1586,1.47,27.2,75.7,39.9,oral_cavity,Bloat
SAMP_1587,11.88,21.4,41.2,254.21,soil_interface,Active Decay
SAMP_1588,5.18,26.8,69.0,138.84,soil_interface,Bloat
SAMP_1589,5.59,20.1,82.0,112.35,oral_cavity,Bloat
SAMP_1590,12.64,23.1,59.0,292.08,skin_surface,Active Decay
SAMP_1591,11.79,22.8,42.2,268.83,oral_cavity,Active Decay
SAMP_1592,30.0,21.8,75.7,654.0,oral_cavity,Dry Remains
SAMP_1593,1.37,20.3,86.5,27.9,oral_cavity,Fresh
SAMP_1594,1.1,23.6,75.9,25.95,skin_surface,Fresh
SAMP_1595,12.89,18.3,68.9,235.81,oral_cavity,Active Decay
SAMP_1596,8.64,17.2,51.5,148.55,oral_cavity,Bloat
SAMP_1597,3.2,27.0,40.8,86.52,oral_cavity,Bloat
SAMP_1598,0.83,24.9,74.7,20.6,oral_cavity,Fresh
SAMP_1599,0.9,22.3,51.6,19.97,skin_surface,Fresh
SAMP_1600,22.46,28.7,82.9,644.64,oral_cavity,Dry Remains
SAMP_1601,2.13,20.9,63.3,44.52,soil_interface,Bloat
SAMP_1602,3.91,27.3,66.5,106.64,oral_cavity,Bloat
SAMP_1603,2.57,22.7,77.7,58.35,oral_cavity,Bloat
SAMP_1604,4.38,17.9,79.0,78.49,oral_cavity,Bloat
SAMP_1605,0.72,29.4,72.1,21.15,oral_cavity,Fresh
SAMP_1606,7.32,26.0,86.9,190.32,oral_cavity,Active Decay
SAMP_1607,0.7,21.5,89.1,15.05,oral_cavity,Fresh
SAMP_1608,16.11,24.9,87.3,401.19,soil_interface,Advanced Decay
SAMP_1609,2.66,20.4,81.2,54.3,skin_surface,Bloat
SAMP_1610,7.77,25.3,75.3,196.47,soil_interface,Active Decay
SAMP_1611,21.21,12.4,73.2,262.99,oral_cavity,Active Decay
SAMP_1612,10.52,17.9,45.2,188.37,skin_surface,Active Decay
SAMP_1613,7.61,25.9,53.6,197.19,oral_cavity,Active Decay
SAMP_1614,3.92,21.0,40.3,82.33,skin_surface,Bloat
SAMP_1615,4.05,22.8,46.9,92.33,soil_interface,Bloat
SAMP_1616,11.07,16.6,62.0,183.78,soil_interface,Active Decay
SAMP_1617,30.0,29.4,47.3,882.0,oral_cavity,Dry Remains
SAMP_1618,10.84,26.8,85.1,290.57,oral_cavity,Active Decay
SAMP_1619,8.16,21.2,80.3,172.98,oral_cavity,Active Decay
SAMP_1620,13.12,20.4,43.6,267.6,oral_cavity,Active Decay
SAMP_1621,6.26,26.1,52.4,163.35,oral_cavity,Active Decay
SAMP_1622,0.62,29.9,81.0,18.55,oral_cavity,Fresh
SAMP_1623,8.26,25.8,80.2,213.16,oral_cavity,Active Decay
SAMP_1624,30.0,30.7,87.3,921.0,skin_surface,Dry Remains
SAMP_1625,1.93,18.3,89.9,35.27,skin_surface,Bloat
SAMP_1626,11.71,18.7,88.8,219.01,skin_surface,Active Decay
SAMP_1627,2.24,17.2,60.5,38.58,oral_cavity,Bloat
SAMP_1628,7.67,23.8,52.5,182.66,oral_cavity,Active Decay
SAMP_1629,1.02,22.7,77.9,23.08,skin_surface,Fresh
SAMP_1630,5.99,21.4,55.0,128.08,skin_surface,Bloat
SAMP_1631,14.11,25.2,80.3,355.64,oral_cavity,Advanced Decay
SAMP_1632,4.27,26.9,66.7,114.88,soil_interface,Bloat
SAMP_1633,10.93,15.9,79.7,173.84,oral_cavity,Active Decay
SAMP_1634,15.87,19.6,53.8,311.04,oral_cavity,Active Decay
SAMP_1635,26.2,25.3,65.4,662.79,skin_surface,Dry Remains
SAMP_1636,2.67,20.1,68.2,53.75,oral_cavity,Bloat
SAMP_1637,5.1,18.8,87.2,95.82,skin_surface,Bloat
SAMP_1638,1.65,26.1,53.3,43.16,oral_cavity,Bloat
SAMP_1639,30.0,16.8,86.8,504.0,oral_cavity,Advanced Decay
SAMP_1640,26.17,20.8,80.2,544.4,soil_interface,Advanced Decay
SAMP_1641,7.76,23.3,76.5,180.91,oral_cavity,Active Decay
SAMP_1642,18.45,19.7,79.3,363.54,skin_surface,Advanced Decay
SAMP_1643,7.36,25.1,70.3,184.73,oral_cavity,Active Decay
SAMP_1644,9.77,19.7,52.2,192.48,skin_surface,Active Decay
SAMP_1645,0.93,27.6,49.5,25.76,oral_cavity,Fresh
SAMP_1646,14.08,21.5,83.3,302.63,skin_surface,Active Decay
SAMP_1647,1.37,24.7,76.3,33.75,skin_surface,Fresh
SAMP_1648,17.49,25.0,50.7,437.27,oral_cavity,Advanced Decay
SAMP_1649,15.23,19.5,70.8,297.06,oral_cavity,Active Decay
SAMP_1650,12.34,13.8,62.4,170.23,soil_interface,Active Decay
SAMP_1651,0.37,23.4,47.9,8.62,soil_interface,Fresh
SAMP_1652,3.61,22.3,66.6,80.54,skin_surface,Bloat
SAMP_1653,3.05,24.2,54.1,73.89,skin_surface,Bloat
SAMP_1654,4.47,21.1,44.8,94.21,soil_interface,Bloat
SAMP_1655,0.92,20.3,63.3,18.62,oral_cavity,Fresh
SAMP_1656,27.64,30.0,69.5,829.19,skin_surface,Dry Remains
SAMP_1657,8.07,16.1,42.3,129.93,skin_surface,Bloat
SAMP_1658,3.65,24.9,60.1,90.78,skin_surface,Bloat
SAMP_1659,5.06,19.7,52.9,99.64,oral_cavity,Bloat
SAMP_1660,5.93,20.7,41.5,122.7,skin_surface,Bloat
SAMP_1661,9.18,20.7,46.3,189.98,skin_surface,Active Decay
SAMP_1662,7.25,18.8,47.0,136.3,soil_interface,Bloat
SAMP_1663,25.18,24.3,49.1,611.91,skin_surface,Dry Remains
SAMP_1664,6.87,27.6,80.2,189.64,soil_interface,Active Decay
SAMP_1665,30.0,23.9,62.0,717.0,soil_interface,Dry Remains
SAMP_1666,19.07,22.4,47.4,427.09,skin_surface,Advanced Decay
SAMP_1667,2.34,18.1,45.0,42.32,oral_cavity,Bloat
SAMP_1668,26.68,24.1,54.9,642.94,skin_surface,Dry Remains
SAMP_1669,1.24,30.6,79.9,37.86,soil_interface,Bloat
SAMP_1670,17.01,20.5,58.2,348.65,oral_cavity,Active Decay
SAMP_1671,4.79,20.5,48.0,98.2,skin_surface,Bloat
SAMP_1672,21.04,19.8,60.2,416.5,oral_cavity,Advanced Decay
SAMP_1673,20.25,20.0,67.8,405.08,oral_cavity,Advanced Decay
SAMP_1674,16.4,12.0,41.5,196.74,skin_surface,Active Decay
SAMP_1675,15.61,23.6,71.4,368.35,skin_surface,Advanced Decay
SAMP_1676,3.63,18.6,59.8,67.59,skin_surface,Bloat
SAMP_1677,0.84,15.6,40.5,13.16,soil_interface,Fresh
SAMP_1678,5.16,25.0,73.7,128.95,oral_cavity,Bloat
SAMP_1679,1.91,17.7,75.6,33.73,oral_cavity,Fresh
SAMP_1680,11.87,20.6,71.4,244.58,soil_interface,Active Decay
SAMP_1681,4.25,27.9,57.1,118.52,skin_surface,Bloat
SAMP_1682,30.0,16.4,66.5,492.0,oral_cavity,Advanced Decay
SAMP_1683,10.24,15.9,59.4,162.87,skin_surface,Active Decay
SAMP_1684,17.29,23.1,75.0,399.32,soil_interface,Advanced Decay
SAMP_1685,1.42,26.6,69.2,37.82,skin_surface,Bloat
SAMP_1686,19.81,15.7,44.1,310.96,skin_surface,Active Decay
SAMP_1687,25.61,23.6,72.2,604.35,oral_cavity,Dry Remains
SAMP_1688,6.68,24.3,74.4,162.23,oral_cavity,Active Decay
SAMP_1689,9.32,13.8,58.5,128.62,soil_interface,Bloat
SAMP_1690,14.47,25.2,83.8,364.73,skin_surface,Advanced Decay
SAMP_1691,1.92,25.5,82.2,49.0,oral_cavity,Bloat
SAMP_1692,6.98,20.8,48.8,145.24,skin_surface,Bloat
SAMP_1693,5.09,27.0,85.2,137.32,skin_surface,Bloat
SAMP_1694,1.58,26.5,62.0,41.94,oral_cavity,Bloat
SAMP_1695,4.58,22.4,76.2,102.62,skin_surface,Bloat
SAMP_1696,0.71,20.2,80.7,14.26,oral_cavity,Fresh
SAMP_1697,0.26,18.1,65.3,4.73,oral_cavity,Fresh
SAMP_1698,1.45,21.8,60.0,31.66,skin_surface,Fresh
SAMP_1699,30.0,24.3,85.8,729.0,oral_cavity,Dry Remains
SAMP_1700,7.97,20.7,51.5,165.07,oral_cavity,Active Decay
SAMP_1701,30.0,13.2,52.8,396.0,soil_interface,Advanced Decay
SAMP_1702,5.67,27.1,58.1,153.52,skin_surface,Active Decay
SAMP_1703,3.74,22.8,83.0,85.2,skin_surface,Bloat
SAMP_1704,7.06,20.5,86.9,144.63,oral_cavity,Bloat
SAMP_1705,5.79,25.4,51.0,147.05,oral_cavity,Bloat
SAMP_1706,1.12,28.1,83.2,31.38,skin_surface,Fresh
SAMP_1707,10.24,12.0,52.9,122.87,oral_cavity,Bloat
SAMP_1708,2.43,23.7,88.5,57.68,skin_surface,Bloat
SAMP_1709,9.67,16.3,69.9,157.54,skin_surface,Active Decay
SAMP_1710,10.5,24.0,40.4,252.1,skin_surface,Active Decay
SAMP_1711,1.65,22.5,41.7,37.1,oral_cavity,Bloat
SAMP_1712,0.63,24.5,47.4,15.51,oral_cavity,Fresh
SAMP_1713,15.18,20.0,49.4,303.52,soil_interface,Active Decay
SAMP_1714,6.16,14.5,78.4,89.29,soil_interface,Bloat
SAMP_1715,0.6,20.2,51.1,12.1,skin_surface,Fresh
SAMP_1716,30.0,23.6,88.5,708.0,skin_surface,Dry Remains
SAMP_1717,0.6,26.1,71.8,15.53,skin_surface,Fresh
SAMP_1718,11.88,17.3,74.6,205.45,oral_cavity,Active Decay
SAMP_1719,30.0,26.1,50.9,783.0,oral_cavity,Dry Remains
SAMP_1720,2.73,19.4,84.6,53.03,oral_cavity,Bloat
SAMP_1721,1.53,23.4,73.4,35.91,skin_surface,Bloat
SAMP_1722,1.29,20.0,83.2,25.88,skin_surface,Fresh
SAMP_1723,3.61,22.7,87.8,82.03,soil_interface,Bloat
SAMP_1724,1.07,25.6,46.3,27.27,skin_surface,Fresh
SAMP_1725,11.78,17.1,44.8,201.47,soil_interface,Active Decay
SAMP_1726,0.64,19.3,80.2,12.41,soil_interface,Fresh
SAMP_1727,7.12,22.7,83.3,161.66,soil_interface,Active Decay
SAMP_1728,30.0,31.6,69.2,948.0,oral_cavity,Dry Remains
SAMP_1729,16.82,18.5,58.3,311.14,oral_cavity,Active Decay
SAMP_1730,9.55,30.2,72.6,288.43,skin_surface,Active Decay
SAMP_1731,3.66,30.0,55.3,109.69,skin_surface,Bloat
SAMP_1732,9.78,21.6,51.9,211.22,oral_cavity,Active Decay
SAMP_1733,7.49,20.8,64.4,155.74,soil_interface,Active Decay
SAMP_1734,5.55,19.2,50.8,106.61,soil_interface,Bloat
SAMP_1735,1.4,21.7,64.2,30.4,skin_surface,Fresh
SAMP_1736,21.77,16.4,87.8,357.01,skin_surface,Advanced Decay
SAMP_1737,5.97,21.7,82.0,129.65,soil_interface,Bloat
SAMP_1738,2.16,28.0,87.1,60.6,oral_cavity,Bloat
SAMP_1739,4.58,19.6,80.3,89.86,oral_cavity,Bloat
SAMP_1740,5.35,21.0,57.7,112.28,soil_interface,Bloat
SAMP_1741,17.58,15.2,80.6,267.15,skin_surface,Active Decay
SAMP_1742,13.23,23.5,86.1,310.86,skin_surface,Active Decay
SAMP_1743,14.67,23.1,87.4,338.8,soil_interface,Active Decay
SAMP_1744,0.11,22.3,74.2,2.47,oral_cavity,Fresh
SAMP_1745,5.38,21.1,50.6,113.54,skin_surface,Bloat
SAMP_1746,6.57,20.8,42.0,136.56,skin_surface,Bloat
SAMP_1747,0.19,24.0,47.4,4.65,oral_cavity,Fresh
SAMP_1748,3.01,21.9,88.3,65.89,oral_cavity,Bloat
SAMP_1749,14.28,23.3,63.1,332.8,soil_interface,Active Decay
SAMP_1750,1.47,22.9,82.7,33.77,oral_cavity,Fresh
SAMP_1751,7.66,26.5,63.3,203.09,oral_cavity,Active Decay
SAMP_1752,2.42,24.7,73.0,59.86,skin_surface,Bloat
SAMP_1753,0.12,22.8,41.2,2.78,oral_cavity,Fresh
SAMP_1754,2.76,28.1,52.5,77.56,soil_interface,Bloat
SAMP_1755,30.0,23.7,61.8,711.0,oral_cavity,Dry Remains
SAMP_1756,16.17,27.2,71.5,439.87,skin_surface,Advanced Decay
SAMP_1757,30.0,24.4,48.6,732.0,oral_cavity,Dry Remains
SAMP_1758,6.69,14.6,78.2,97.7,soil_interface,Bloat
SAMP_1759,1.16,27.2,58.2,31.62,skin_surface,Fresh
SAMP_1760,7.94,22.5,80.9,178.65,oral_cavity,Active Decay
SAMP_1761,6.06,21.8,44.9,132.07,soil_interface,Bloat
SAMP_1762,18.6,23.1,74.0,429.7,oral_cavity,Advanced Decay
SAMP_1763,1.03,20.6,54.7,21.27,skin_surface,Fresh
SAMP_1764,6.7,22.9,79.8,153.41,soil_interface,Active Decay
SAMP_1765,1.63,19.6,60.1,31.86,skin_surface,Fresh
SAMP_1766,3.93,27.1,73.3,106.38,skin_surface,Bloat
SAMP_1767,13.37,21.5,86.7,287.45,oral_cavity,Active Decay
SAMP_1768,6.46,20.5,41.0,132.49,oral_cavity,Bloat
SAMP_1769,4.71,18.3,40.6,86.27,oral_cavity,Bloat
SAMP_1770,5.02,23.1,78.5,115.88,soil_interface,Bloat
SAMP_1771,6.15,22.7,72.3,139.64,soil_interface,Bloat
SAMP_1772,15.37,23.6,54.6,362.78,oral_cavity,Advanced Decay
SAMP_1773,22.26,17.9,64.7,398.53,oral_cavity,Advanced Decay
SAMP_1774,30.0,15.6,42.1,468.0,oral_cavity,Advanced Decay
SAMP_1775,15.46,24.5,49.6,378.77,oral_cavity,Advanced Decay
SAMP_1776,3.79,27.9,61.2,105.72,oral_cavity,Bloat
SAMP_1777,11.65,17.9,81.7,208.57,skin_surface,Active Decay
SAMP_1778,5.76,28.4,64.0,163.46,soil_interface,Active Decay
SAMP_1779,2.94,23.1,69.3,67.9,skin_surface,Bloat
SAMP_1780,18.38,22.0,83.7,404.37,skin_surface,Advanced Decay
SAMP_1781,0.39,20.4,55.4,7.99,skin_surface,Fresh
SAMP_1782,23.2,16.5,75.0,382.86,skin_surface,Advanced Decay
SAMP_1783,6.19,26.0,83.1,160.92,skin_surface,Active Decay
SAMP_1784,10.14,18.9,50.1,191.63,oral_cavity,Active Decay
SAMP_1785,10.77,18.9,57.8,203.54,oral_cavity,Active Decay
SAMP_1786,22.55,26.0,89.0,586.28,skin_surface,Advanced Decay
SAMP_1787,10.12,14.5,89.2,146.8,soil_interface,Bloat
SAMP_1788,9.52,15.9,51.2,151.33,skin_surface,Active Decay
SAMP_1789,0.69,21.9,43.3,15.11,soil_interface,Fresh
SAMP_1790,7.31,23.2,53.5,169.51,oral_cavity,Active Decay
SAMP_1791,1.63,23.9,59.9,38.89,skin_surface,Bloat
SAMP_1792,13.37,20.8,62.1,278.15,soil_interface,Active Decay
SAMP_1793,7.18,32.0,70.9,229.73,skin_surface,Active Decay
SAMP_1794,11.4,21.1,85.0,240.57,soil_interface,Active Decay
SAMP_1795,0.43,21.1,56.5,8.98,skin_surface,Fresh
SAMP_1796,0.89,18.8,82.5,16.66,oral_cavity,Fresh
SAMP_1797,12.6,22.5,44.7,283.48,oral_cavity,Active Decay
SAMP_1798,0.75,24.5,42.1,18.33,skin_surface,Fresh
SAMP_1799,0.74,26.8,65.2,19.81,soil_interface,Fresh
SAMP_1800,0.12,16.0,43.0,1.95,oral_cavity,Fresh
SAMP_1801,30.0,21.0,59.6,630.0,skin_surface,Dry Remains
SAMP_1802,13.38,23.8,84.8,318.33,skin_surface,Active Decay
SAMP_1803,4.36,24.3,52.1,105.9,oral_cavity,Bloat
SAMP_1804,3.52,22.0,75.3,77.38,oral_cavity,Bloat
SAMP_1805,4.3,24.2,55.1,104.14,oral_cavity,Bloat
SAMP_1806,14.9,18.8,42.2,280.14,oral_cavity,Active Decay
SAMP_1807,10.83,28.2,67.8,305.36,oral_cavity,Active Decay
SAMP_1808,2.05,26.0,81.7,53.25,oral_cavity,Bloat
SAMP_1809,1.91,16.6,60.5,31.75,oral_cavity,Fresh
SAMP_1810,1.04,17.7,70.9,18.33,skin_surface,Fresh
SAMP_1811,10.8,17.8,85.0,192.19,skin_surface,Active Decay
SAMP_1812,14.46,24.7,79.5,357.04,skin_surface,Advanced Decay
SAMP_1813,3.08,16.9,49.7,52.04,skin_surface,Bloat
